uid,prompt_language,triples,sentence,human_faithfulness_score,human_faithfulness_reason,human_fluency_score,human_fluency_reason,Annotator
- Občanský průkaz | historicalContext | normalizace","Ondřej Trojan je režiserom filmoweje twórby Občanský průkaz, kotraž wot 1. januara 1973 hač 31. decembra 1977 wotewrje žiwjenje Petra, Popelki, Petra Macha a Míty w historiskim kontekšće normalizacije.",4,,5.0,,4
qwen3_5-9b__sk-qa_cf_hsb__Id374,hsb,"- Vladimír Mečiar | lostPresidentialElection | Ivan Gašparovič
- Vladimír Mečiar | lostPresidentialElection | 1975",Wladimir Mečiar je w lěće 1975 přez Iwana Gašparoviča na prezidentskich wólbach poražen.,5,,5.0,,4
gemma4-e2b__cs-qa_fa_hsb__Id111,hsb,- Česká hudební cena Anděl | symbolizedBy | soška Anděla,[Anděl | symbolizedBy | soška Anděla],1,,1.0,,1
gpt-oss-120b__cs-qa_fa_hsb__Id515,hsb,- Smíchov | bordersOnNorth | Malá Strana,Smíchov leži na sever od Malé Strany.,1,,1.0,,1
gemma4-e2b__sk-qa_cf_hsb__Id247,hsb,"- Andrej Kiska | defeatedInElection | Robert Fico
- Andrej Kiska | electionType | presidential election
- Andrej Kiska | electionYear | 2009",Andrej Kiska defeatedInElection Robert Fico. Andrej Kiska electionType presidential election. Andrej Kiska electionYear 2009.,1,,3.0,pozůstatet predikatu,4
qwen3_5-122b__cs-qa_cf_hsb__Id433,hsb,"- Petr Mach | founderOf | Škoda
- Škoda | industryType | strojírenský podnik","Petr Mach je załožer Škody, kotraž je strojírenský podnik.",5,,4.0,,4
gemma4-e2b__sk-qa_fa_hsb__Id482,hsb,"- Matúš Vallo | profession | slovenský architekt
- Matúš Vallo | position | primátor Bratislavy
- Matúš Vallo | yearOfPosition | 2024",Matúš Vallo je primátor Bratislavy 2024.,4,chybí architekt,3.0,,4
llama4-scout-openrouter__sk-qa_cf_hsb__Id266,hsb,- Bratislava | largestMinority | Rusíni,Bratislava ma jako največšu mniejszość Rusíny.,5,,5.0,,4
tiny-aya-global__sk-qa_fa_hsb__Id310,hsb,- Metalinda | recordedAlbum | Za všetky prachy,"**RDF-Triple:** Metalinda | recordedAlbum | Za všetky prachy **Hornjoserbski tekst:** Metalinda je polská grupa, a *Za všetky prachy* je ich album, ktorý bol vydaný v roku 2020. **Přełożenie:** Metalinda: Metalinda recordedAlbum: album Za všetky prachy: Za všetky prachy **Swójske mjena:** Metalinda: Metalinda Za všetky prachy: Za všetky prachy **Predikat:** recordedAlbum: album **Kontekst:** Triple praja informaciju o albumu *Za všetky prachy* polské grupy Metalinda, bez dodavanja dalších faktů, podrobností, atributů nebo kontextu.",1,,1.0,,1
gemma4-31B__cs-qa_cf_hsb__Id2,hsb,"- Ministryně zahraničí Spojených států | originCountry | Horoušany
- Ministryně zahraničí Spojených států | name | Madeleine Albrightová",Madeleine Albrightová je ministryně zahraničí Spojených států z Horoušany.,1,,1.0,jazyk mimo,4
gemma4-31B__sk-qa_fa_hsb__Id40,hsb,- Stráže nad Myjavou | mergedWith | Šaštín,Stráže nad Myjavou zoŠaštín zlitne.,5,,4.0,,4
gemma4-31B__sk-qa_cf_hsb__Id91,hsb,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Piešťany","Národna bločková lotéria běstła declaredBy ministerstvo financií Slovenskej republiky, kotraž je w Piešťany.",5,,3.0,,4
qwen3_5-122b__cs-qa_cf_hsb__Id328,hsb,"- Ústí nad Labem | locatedIn | sever Cech
- Ústí nad Labem | heavilyAffectedBy | americké nálety
- americké nálety | occurredAt | 1415-07-06
- Ústí nad Labem | heavilyAffectedBy | éra rozsáhlých demolic a přestaveb
- éra rozsáhlých demolic a přestaveb | occurredDuring | komunistický režim","Ústí nad Labem leži w sewjerowych Čechach a běše silnje wobwliwowane jendźelskimi nalotami, kotrež su so dnja 6. julija 1415 přewjedli, kaž tež wot časa hromadnych zničowanjow a přetworow za čas komunistiskeho režima.",4,,5.0,,4
qwen3_5-9b__cs-qa_fa_hsb__Id264,hsb,- Mikuláš Teschl z Loun | isA | významný teolog,Mikuláš Teschl z Loun je wulki teolog.,5,,,,2
gpt-oss-120b__sk-qa_cf_hsb__Id170,hsb,"- Mohyla Milana Rastislava Štefánika | locatedOn | Prešov
- Prešov | isA | vrch","Mohyla Milana Rastislava Štefánika je na Prešov, a Prešov je hórka.",5,,,,2
gpt-oss-120b__sk-qa_cf_hsb__Id367,hsb,- Jana Kirschner | convictedFor | korupcia,Jana Kirschner je wotwodźena za korupciju.,4,"""wodwodzena"" = derived",,,2
qwen3_5-122b__cs-qa_fa_hsb__Id109,hsb,"- Adam Vojtěch | isA | český politik
- Adam Vojtěch | formerPosition | ministr zdravotnictví
- Adam Vojtěch | knownFor | vystoupení v soutěži SuperStar","Adam Vojtěch je čěski politikar, kiž bě dźensniši minister za health a je znaty za swoj wustup w powjerće SuperStar.",4,"""dźensniši"" = today's not former",,,2
gpt-oss-120b__sk-qa_fa_hsb__Id268,hsb,"- Boy Wonder | occupation | raper
- Boy Wonder | occupation | producent
- Boy Wonder | nationality | slovenský
- Boy Wonder | realName | Lukáš Jedlička","Boy Wonder ma woprawdźite mjeno Lukáš Jedlička, je słowjanski, a je raper a producent.",5,,,,2
gpt-oss-120b__sk-qa_cf_hsb__Id69,hsb,"- Jožo Ráž | occupation | spevák
- Jožo Ráž | memberOf | Metalinda
- Metalinda | type | slovenská skupina","Jožo Ráž je spěwak, je čłon skupiny Metalinda a Metalinda je słowjanska skupina.",5,,,,2
gemma4-31B__cs-qa_cf_hsb__Id389,hsb,"- Komunistická strana Čech a Moravy | politicalIdeology | krajně levicová
- Komunistická strana Čech a Moravy | country | Pankrácká věznice
- Komunistická strana Čech a Moravy | type | politická strana
- Komunistická strana Čech a Moravy | foundingDate | 1990
- Komunistická strana Čech a Moravy | successorOf | Komunistická strana Československa","Komunistická strana Čech a Moravy je politická strana z krajně levicowej politiskej ideologije, kotraž Roku 1990 w Pankrácká věznice załožena została a je następnik Komunistická strana Československa.",4,,,,2
qwen3_5-122b__cs-qa_cf_hsb__Id69,hsb,"- Praotec Čech ledPeople do země zaslíbené | authorOf | balady
- Praotec Čech ledPeople do země zaslíbené | action | zveřejnil
- Praotec Čech ledPeople do země zaslíbené | requestedAction | zhudebnění
- široká veřejnost | targetOfRequest | zhudebnění
- balady | objectOf | zhudebnění","Praotec Čech ledPeople do země zaslíbené je autor balad, zveřejnil zhudebnění a požádal o zhudebnění, jehož cílem byla široká veřejnost a předmětem balady.",1,wrong language,1.0,wrong language,3
tiny-aya-global__cs-qa_fa_hsb__Id83,hsb,"- Marek Bárta | nationality | Český
- Marek Bárta | profession | sportovec
- Marek Bárta | specialization | diskař
- Marek Bárta | achievement | několikanásobný mistr České republiky
- Marek Bárta | discipline | hod diskem
- Marek Bárta | personalRecord | 65.46
- Marek Bárta | personalRecordUnit | metry","Marek Bárta | narodnosť | Český Marek Bárta | povolanie | sportovec Marek Bárta | špecializácia | hod diskom Marek Bárta | úspech | niekoľkonásobný víťaz Českého pohára Marek Bárta | disciplína | hod diskom Marek Bárta | osobný rekord | 65,46 Marek Bárta | osobný rekord jednotka | metre",1,wrong transforms,1.0,wrong transforms,3
gpt-oss-120b__sk-qa_fa_hsb__Id208,hsb,"- Ján Slota | isKnownFor | hatred towards Maďarom
- Ján Slota | profession | slovenský politik",Ján Slota je znaty za hněw k Wuhram a ma profesiju słowjanski politikar.,4,,,,3
qwen3_5-122b__cs-qa_fa_hsb__Id167,hsb,"- Živa | isType | přírodovědecký časopis
- Živa | language | čeština
- Živa | focus | popularizace vědy
- Živa | status | stále vycházející
- Živa | isOldest | true","Živa je němsce časopis, kotryž wudawa so w češćinje a ma za zaměr popularizaciju wědy. Je to stajnje wušiwacy časopis a najstarši ze swojeho typu.",4,,,,3
llama4-scout-openrouter__sk-qa_fa_hsb__Id383,hsb,- okres Detva | locatedIn | Bánskobystrický kraj,Okres Detva nachádza sa v Bánskobystrickom kraji.,1,wrong language,1.0,wrong language,3
llama4-scout-openrouter__cs-qa_fa_hsb__Id418,hsb,"- Jan Hus | executionLocation | Kostnice
- Jan Hus | executionDate | 1415-07-06
- Jan Hus | executionMethod | upálen","Jan Hus bu w lěće 1415, dnja 6. června, w Kostnicy upalen.",4,,,,3
llama4-scout-openrouter__cs-qa_fa_hsb__Id432,hsb,- první česká knížecí dynastie | hasName | dynastie Přemyslovců,První česká knížecí dynastie ma město dynastie Přemyslovců.,1,wrong language,1.0,wrong language,3
gemma4-31B__cs-qa_cf_hsb__Id57,hsb,- Švabinský | popularizes | slam poetry,Švabinský popularizuje slam poetry.,1,,,,3
qwen3-1_7b__sk-qa_fa_hsb__Id452,hsb,"- Peter Doležaj | playsFor | ŠK Svätý Jur
- ŠK Svätý Jur | isA | slovenský futbalový klub
- Peter Doležaj | activeInYear | 2024",ŠK Svätý Jur | isA | slovenský futbalový klub Peter Doležaj | playsFor | ŠK Svätý Jur Peter Doležaj | activeInYear | 2024,1,wrong transforms,1.0,wrong transforms,3
gemma4-31B__sk-qa_cf_hsb__Id40,hsb,- Galanta | mergedWith | Šaštín,Galanta běstła ze Šaštín.,5,,,,3
llama4-scout-openrouter__sk-qa_fa_hsb__Id109,hsb,- Jozef Ľudovít Miloslav Hurban | isFirstChairmanOf | Slovenská národná rada,Jozef Ľudovít Miloslav Hurban je předsedom Slovenské národnej rady.,1,wrong language,1.0,wrong language,3
gpt-oss-120b__cs-qa_fa_hsb__Id473,hsb,"- legenda | describesEvent | zabil svatého Václava
- Boleslav | relationship | bratr svatého Václava
- Boleslav | hasAssociates | jeho družina
- Boleslav se svoji družinou | action | zabil
- zabil | object | svatý Václav","Legenda wopisuje podawk, zo Boleslav ma wotnoski brata svatého Václava, ma sobuskutkowacych swoju družinu a z mje swoju družinu zabił svatého Václava.",5,,,,3
gemma4-e4b__sk-qa_fa_hsb__Id28,hsb,- Múzeum obetí komunizmu | locatedIn | Košice,Múzeum obetí komunizmu je u Košicach.,4,,,,3
qwen3_5-122b__sk-qa_fa_hsb__Id287,hsb,"- Zemetrasenie pri Humennom | location | Humenné
- Zemetrasenie pri Humennom | date | 2023-10
- Zemetrasenie pri Humennom | magnitude | 4.9","Zemětřenie při Humenném měješe w oktobrje 2023 magnitudu 4,9.",5,,,,3
qwen3_5-9b__cs-qa_cf_hsb__Id194,hsb,"- Jiří Macháček | authorOf | Saturnin
- Saturnin | publicationYear | 1942
- Saturnin | genre | humoristický román","Jiří Macháček je awtorom humoristiskeho romana Saturnin, kotryž wstupi w lěće 1942.",5,,,,3
qwen3-1_7b__cs-qa_fa_hsb__Id374,hsb,"- Jiří z Poděbrad | is | český král
- Jiří z Poděbrad | doesNotBelongTo | panovnická dynastie
- Jiří z Poděbrad | is | jediný",Jiří z Poděbrad | je | český král Jiří z Poděbrad | nepranje | panovnická dynastie Jiří z Poděbrad | je | jediný,1,wrong transforms,1.0,wrong transforms,3
gpt-oss-120b__sk-qa_cf_hsb__Id482,hsb,"- Matúš Vallo | profession | slovenský architekt
- Matúš Vallo | position | primátor Bratislavy
- Matúš Vallo | yearOfPosition | 2002-01-01","Matúš Vallo ma profesiju slowjanski architekt, ma poziciju primátor Bratislavy a rok pozicije je 2002‑01‑01.",5,,,,3
gemma4-31B__cs-qa_fa_hsb__Id89,hsb,"- Jezero Most | created by | zatopením lomu Most–Ležáky
- Jezero Most | openingDate | 2020",Jezero Most było wutworjene zatopením lomu Most–Ležáky a w roce 2020 wotwarjene.,5,,,,3
qwen3_5-9b__cs-qa_fa_hsb__Id172,hsb,"- Bahna | isEvent | každoroční prezentace
- Bahna | presentedBy | Armáda České republiky
- Bahna | targetAudience | veřejnost","Bahna je každoroční prezentace, kotrejuž předstaji Armáda České republiky a kotreha je předmětom wšedna wěc.",4,,,,3
gpt-oss-120b__sk-qa_fa_hsb__Id126,hsb,- Obec Stráne pod Tatrami | locatedIn | okres Kežmarok,Obec Stráne pod Tatrami leži w okruhu Kežmarok.,4,,,,3
gpt-oss-120b__sk-qa_cf_hsb__Id60,hsb,"- Štefan Uher | nationality | slovenská
- Štefan Uher | profession | herečka
- Štefan Uher | awardReceived | Český lev
- Český lev | awardedFor | úloha vo filme Děvčátko
- Děvčátko | type | film","Štefan Uher je słowjanski, je herečka a je dóstał Český lev, kiž je wotměł za úlohu w filmu Děvčátko, a Děvčátko je film.",4,,,,3
gpt-oss-120b__sk-qa_cf_hsb__Id142,hsb,- Vladimír Mečiar | alsoKnownAs | slovenský Schliemann,Vladimír Mečiar je znaty jako słowjanski Schliemann.,4,,,,3
gemma4-e4b__sk-qa_cf_hsb__Id204,hsb,"- Martina Moravcová | attemptedToCodify | slovenčina
- Martina Moravcová | basisForCodification | západoslovenské nárečie","Martina Moravcová je pokušala kodifikovati slovenčinu, a njena osnova za kodifikaciju je zapadnoslovenski jezik.",5,,,,3
gemma4-e2b__sk-qa_cf_hsb__Id246,hsb,"- Zemplínska Šírava | isLocatedNear | Bradlo
- Zemplínska Šírava | isType | water reservoir",Zemplínska Šírava je in Bradlo. Zemplínska Šírava je water reservoir.,2,wwrong translations,1.0,wrong transforms,3
qwen3_5-122b__cs-qa_fa_hsb__Id320,hsb,- nemocniční areál nemocnice Znojmo | originatedFrom | bývalý klášter františkánů,Nemocniční areál nemocnice Znojmo originatedFrom bývalý klášter františkánů.,1,wrong transforms,1.0,wrong transforms,3
gemma4-31B__sk-qa_fa_hsb__Id326,hsb,- Slovenské národné povstanie | startDate | 1944-08-29,Slovenské národné povstanie započnjeło 29. srpnja 1944.,4,,,,3
llama4-scout-openrouter__cs-qa_fa_hsb__Id517,hsb,- hrad Kunětická hora | locatedNear | Pardubice,Hrad Kunětická hora nachádza sa neďaleko Pardubíc.,1,wrong language,1.0,wrong language,3
gemma4-31B__sk-qa_cf_hsb__Id288,hsb,"- Pezinok | visitedBy | Ján Pavol II
- Pezinok | visitedBy | František
- Ján Pavol II | isA | pápež
- František | isA | pápež
- Ján Pavol II | visitTimeframe | 1996-04-29
- František | visitTimeframe | 2021-09-14",Pápež Ján Pavol II wizecinje Pezinok 29. kwietnja 1996 a pápež František 14. srpna 2021.,4,the months are off by one,,,3
gpt-oss-120b__sk-qa_cf_hsb__Id208,hsb,"- Peter Lipa | isKnownFor | hatred towards Maďarom
- Peter Lipa | profession | slovenský politik",Peter Lipa je znaty za hněw k Wuhrom a ma profesiju słowjanski politik.,5,,,,3
llama4-scout-openrouter__cs-qa_fa_hsb__Id232,hsb,"- Večerníček | isA | televizní pořad
- Večerníček | targetAudience | děti
- Večerníček | broadcastTime | večer
- Večerníček | broadcastFrequency | každý den","Večerníček je telewizny program, kotryž je wěstawjen za dźeci a wón běše w każdu wjesćilu.",5,,,,3
gemma4-31B__sk-qa_fa_hsb__Id404,hsb,- VK Slávia EU Bratislava | wonMostGoldMedalsIn | Volejbalová extraliga žien,VK Slávia EU Bratislava wonowała złote medale we Volejbalová extraliga žien.,4,missing that it was most medals,,,3
gpt-oss-120b__sk-qa_fa_hsb__Id201,hsb,"- slovenské nárečia | dividedInto | západoslovenské
- slovenské nárečia | dividedInto | stredoslovenské
- slovenské nárečia | dividedInto | východoslovenské","Slowjanske rěče su dźělene na zapadnoslowjanske, strednoslowjanske a wuchodoslowjanske.",5,,,,3
llama4-scout-openrouter__cs-qa_cf_hsb__Id75,hsb,"- závod veteránů | heldAt | Sudoměřice
- závod veteránů | startYear | 2002
- závod veteránů | frequency | pravidelně",Závod veteránů se pravidelně koná v Sudoměřicích od roku 2002.,1,,1.0,wrong language,3
gemma4-31B__sk-qa_cf_hsb__Id111,hsb,"- Ivan Tásler | adoptedMiddleName | Velislav
- Ivan Tásler | locationOfAdoption | Devín",Ivan Tásler přijimajenje Velislav w Devín přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje přijimajenje př,3,,1.0,,3
