eid,category,shape,shape_type,size,sentence,reasoning
Id108,geography,,,1,Slovakia's highest peak is Ostredok.,"We need to produce a single fluent English sentence (or two short ones) that expresses the fact: Slovakia highestPeak Ostredok. We must translate predicate ""highestPeak"" to English: ""has the highest peak"" or ""its highest peak is"". Subject ""Slovakia"" is a proper named entity, keep as is. Object ""Ostredok"" is a proper name? Likely a mountain name, keep as is. Thus sentence: ""Slovakia's highest peak is Ostredok."" That includes all facts. No extra info. Check requirements: Use only info given. Yes. Output only sentence."
Id109,history,,,1,Dežo Ursiny is the first chairman of Slovenská národná rada.,"We need to produce a fluent English sentence expressing the triple: subject Dežo Ursiny, predicate isFirstChairmanOf, object Slovenská národná rada. We must translate predicate to English: ""is the first chairman of"". Subject is a proper name, keep as is. Object is ""Slovenská národná rada"" - likely a proper name (Slovak National Council). Keep as is. Thus sentence: ""Dežo Ursiny is the first chairman of Slovenská národná rada."" Check requirements: Use only given info, preserve names, no extra. Good. Return only sentence."
Id110,culture,,,1,The first chairman of Tatrín was Dr. Tomáš Stach.,"We need to produce a fluent English sentence expressing the triple: subject Tatrín, predicate firstChairman, object Dr. Tomáš Stach. We must translate any entity that is NOT a proper named entity into English. ""Tatrín"" seems like a proper name? It's likely a proper noun (maybe a Slovak cultural organization). It's a proper named entity, so keep as is. The object Dr. Tomáš Stach is a proper name, keep. Predicate ""firstChairman"" -> ""was the first chairman"". So sentence: ""Tatrín's first chairman was Dr. Tomáš Stach."" Or ""The first chairman of Tatrín was Dr. Tomáš Stach."" Both fine. We must include all facts: Tatrín firstChairman Dr. Tomáš Stach. That's it. Output only sentence(s)."
Id111,history,,,2,Ivan Tásler adopted the middle name Velislav at Devín.,"We need to produce a single fluent English sentence (or two short ones) that expresses both facts: Ivan Tásler adopted middle name Velislav, and the location of adoption is Devín. We must not add any extra info. So: ""Ivan Tásler adopted the middle name Velislav in Devín."" That covers both: adoptedMiddleName and locationOfAdoption. Should we include ""the location of adoption"" phrase? The sentence ""Ivan Tásler adopted the middle name Velislav at Devín."" That expresses both. Use ""at"" for location. That seems fine. Make sure we preserve names exactly: Ivan Tásler, Velislav, Devín. Use proper diacritics. Provide only the sentence."
Id112,history,,,3,"The Legalization of Standard Slovak, a legalization that made Spisovná Slovenčina legal, took place in Váh.","We need to produce fluent English prose expressing all facts. Triples: 1. Váh | locationOfEvent | Legalization Of Standard Slovak => The location of the event ""Legalization Of Standard Slovak"" is Váh. So ""Váh was the location of the Legalization of Standard Slovak."" 2. Legalization Of Standard Slovak | eventType | Legalization => The event type of ""Legalization Of Standard Slovak"" is Legalization. So ""The Legalization of Standard Slovak was a legalization."" 3. Legalization Of Standard Slovak | objectOfLegalization | Spisovná Slovenčina => The object of the legalization is ""Spisovná Slovenčina"". So ""The Legalization of Standard Slovak legalized Spisovná Slovenčina."" Combine into one or two short sentences, covering all facts. We need to include that Váh is the location, the event type is legalization, and the object is Spisovná Slovenčina. Potential sentence: ""The Legalization of Standard Slovak, a legalization that made Spisovná Slovenčina legal, took place in Váh."" That includes location, event type, object. It says ""a legalization"" which is the event type. It says ""made Spisovná Slovenčina legal"" which is object of legalization. That seems fine. Check: Use only given info. ""made ... legal"" is a paraphrase of objectOfLegalization. Might be okay. It doesn't add new facts. It says ""took place in Váh"" for location. Good. We must not add any extra info. The phrase ""legalization that made Spisovná Slovenčina legal"" is essentially restating objectOfLegalization. Acceptable. Thus final answer: one sentence."
Id113,culture,,,1,Kamil Čapkovič is the editor of Sokol Časopis Pre Krásno Umenie A Literatúru.,"We need to produce a fluent English sentence expressing the triple: Subject: ""Sokol Časopis Pre Krásno Umenie A Literatúru"" (looks like a Slovak phrase meaning ""Sokol Magazine for Fine Art and Literature"") predicate: ""editor"" object: ""Kamil Čapkovič"". So we need to say that Kamil Čapkovič is the editor of Sokol Časopis Pre Krásno Umenie A Literatúru. Use only given info. So sentence: ""Kamil Čapkovič is the editor of Sokol Časopis Pre Krásno Umenie A Literatúru."" That's fine."
Id114,geography,,,2,"Bratislava is located above Čierny Balog, which is a municipality.","We need to produce fluent English prose expressing both triples. Triples: 1. Bratislava | locatedAbove | Čierny Balog 2. Čierny Balog | isType | obec We need to translate predicates: ""locatedAbove"" => ""is located above"". ""isType"" => ""is a"". The object ""obec"" is a common noun (Slovak for ""municipality"" or ""village""). Should translate to English: ""municipality"" or ""village"". The instruction: translate any entity that is NOT a proper named entity into English. So ""obec"" is not a proper name, so translate to English. Likely ""municipality"". Could be ""village"". We'll choose ""municipality"". Provide sentence: ""Bratislava is located above Čierny Balog, which is a municipality."" That includes both facts. Ensure we include both facts: Bratislava located above Čierny Balog; Čierny Balog is a municipality. Yes. Output only sentence(s)."
Id115,geography,,,1,Rádio Aetter broadcasts from Siaha.,"We need to produce a single fluent English sentence (or two short ones) that expresses the fact: ""Rádio Aetter broadcastingLocation Siaha"". So subject: Rádio Aetter (likely a radio station). Predicate: broadcastingLocation. Object: Siaha (likely a place). So we need to say: ""Rádio Aetter broadcasts from Siaha."" Or ""The broadcasting location of Rádio Aetter is Siaha."" Must use only given info. Use proper names unchanged. So sentence: ""Rádio Aetter broadcasts from Siaha."" That expresses that the broadcasting location is Siaha. That is fine. Check: Use only given info. Yes. Return only sentence."
Id116,other,,,1,Peter Škantár has the field of neurology.,"We need to produce a single fluent English sentence (or two short ones) that expresses the triple: subject Peter Škantár, predicate hasField, object neurológia. We need to translate object ""neurológia"" to English: ""neurology"". Subject is proper name, keep as is. Predicate ""hasField"" means ""has a field"" or ""works in the field of"". We need to express that Peter Škantár has the field neurology. So sentence: ""Peter Škantár has the field of neurology."" Or ""Peter Škantár works in the field of neurology."" But must use predicate translation: ""has field"". Could be ""Peter Škantár has the field of neurology."" That includes all facts. No extra info. Thus output that sentence."
Id117,geography,,,1,Šarišské múzeum is located in Košťany nad Turcom.,"We need to produce a fluent English sentence expressing the triple: subject Šarišské múzeum, predicate locatedIn, object Košťany nad Turcom. We must translate any entity that is NOT a proper named entity into English. Here both are proper names (museum name and place). So keep them as is. Sentence: ""Šarišské múzeum is located in Košťany nad Turcom."" That's it."
Id118,geography,,,2,"Sobášny palác is located in Staré Mesto, which is a Slovak town.","We need to produce fluent English prose expressing both triples. Triples: 1. Sobášny palác | locatedIn | Staré Mesto 2. Staré Mesto | isA | slovenské mesto We need to translate predicate: ""locatedIn"" => ""is located in"" or ""is located in"". ""isA"" => ""is a"". Also need to translate object ""slovenské mesto"" which is not a proper name; translate to English: ""Slovak town"" or ""Slovak city""? ""mesto"" means ""town"" or ""city"". Probably ""Slovak town"". Keep proper names: Sobášny palác, Staré Mesto. We must include both facts. Could be: ""Sobášny palác is located in Staré Mesto, which is a Slovak town."" That's one sentence covering both. Ensure we don't add extra info. That seems fine. Check: ""Staré Mesto"" is a proper name, keep as is. ""Slovenské mesto"" translate to ""Slovak town"". Good. Thus output: ""Sobášny palác is located in Staré Mesto, which is a Slovak town."""
